[2013-09-12 23:46:40,529](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:46:40] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-12 23:46:40,552](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:46:40] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-12 23:46:40,560](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:46:40] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-12 23:48:11,984](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:48:11] "GET / HTTP/1.1" 200 -
[2013-09-12 23:48:12,080](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:48:12] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-12 23:48:12,082](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:48:12] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-12 23:48:12,084](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:48:12] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-12 23:48:12,085](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:48:12] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-12 23:48:12,086](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:48:12] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-12 23:49:36,733](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:49:36] "GET / HTTP/1.1" 200 -
[2013-09-12 23:49:36,799](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:49:36] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-12 23:49:36,807](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:49:36] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-12 23:49:36,810](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:49:36] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-12 23:49:36,813](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:49:36] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-12 23:49:36,816](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:49:36] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-12 23:49:40,289](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:49:40] "GET /static/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 -
[2013-09-12 23:50:17,262](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:50:17] "GET / HTTP/1.1" 200 -
[2013-09-12 23:50:17,360](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:50:17] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-12 23:50:17,365](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:50:17] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-12 23:50:17,373](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:50:17] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-12 23:50:17,377](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:50:17] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-12 23:50:17,380](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:50:17] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-12 23:54:02,761](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:02] "GET / HTTP/1.1" 200 -
[2013-09-12 23:54:02,800](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:02] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-12 23:54:02,811](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:02] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-12 23:54:02,825](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:02] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-12 23:54:02,828](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:02] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-12 23:54:02,836](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:02] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-12 23:54:30,321](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:30] "GET / HTTP/1.1" 200 -
[2013-09-12 23:54:30,406](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:30] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-12 23:54:30,408](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:30] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-12 23:54:30,410](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:30] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-12 23:54:30,412](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:30] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-12 23:54:30,413](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:54:30] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-12 23:59:16,586](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:16] "GET / HTTP/1.1" 200 -
[2013-09-12 23:59:16,676](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:16] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-12 23:59:16,678](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:16] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-12 23:59:16,679](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:16] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-12 23:59:16,681](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:16] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-12 23:59:16,684](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:16] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-12 23:59:28,843](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:28] "GET / HTTP/1.1" 200 -
[2013-09-12 23:59:28,900](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:28] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-12 23:59:28,904](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:28] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-12 23:59:28,906](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:28] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-12 23:59:28,907](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:28] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-12 23:59:28,909](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:28] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-12 23:59:55,357](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:55] "GET / HTTP/1.1" 200 -
[2013-09-12 23:59:55,434](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:55] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-12 23:59:55,447](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:55] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-12 23:59:55,466](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:55] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-12 23:59:55,474](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:55] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-12 23:59:55,479](INFO)werkzeug : 192.168.198.1 - - [12/Sep/2013 23:59:55] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:00:55,566](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:00:55] "GET / HTTP/1.1" 200 -
[2013-09-13 00:00:55,807](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:00:55] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:00:55,812](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:00:55] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:00:55,822](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:00:55] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:00:55,832](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:00:55] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:00:55,839](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:00:55] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:02:06,123](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:02:06] "GET / HTTP/1.1" 200 -
[2013-09-13 00:02:06,187](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:02:06] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:02:06,190](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:02:06] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:02:06,192](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:02:06] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:02:06,193](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:02:06] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:02:06,204](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:02:06] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:03:18,186](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET / HTTP/1.1" 200 -
[2013-09-13 00:03:18,237](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:03:18,248](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:03:18,262](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:03:18,272](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:03:18,281](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:03:18,547](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET / HTTP/1.1" 200 -
[2013-09-13 00:03:18,566](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:03:18,569](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:03:18,574](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:03:18,580](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:03:18,587](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:18] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:03:31,466](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:31] "GET / HTTP/1.1" 200 -
[2013-09-13 00:03:31,506](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:31] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:03:31,512](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:31] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:03:31,525](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:31] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:03:31,531](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:31] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:03:31,544](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:03:31] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:04:36,385](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:04:36] "GET / HTTP/1.1" 200 -
[2013-09-13 00:04:36,467](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:04:36] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:04:36,478](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:04:36] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:04:36,491](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:04:36] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:04:36,495](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:04:36] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:04:36,501](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:04:36] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:05:22,631](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:22] "GET / HTTP/1.1" 200 -
[2013-09-13 00:05:22,696](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:22] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:05:22,698](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:22] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:05:22,700](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:22] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:05:22,703](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:22] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:05:22,705](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:22] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:05:40,436](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:40] "GET / HTTP/1.1" 200 -
[2013-09-13 00:05:40,520](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:40] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:05:40,540](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:40] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:05:40,554](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:40] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:05:40,557](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:40] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:05:40,565](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:05:40] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:07:30,489](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:07:30] "GET / HTTP/1.1" 200 -
[2013-09-13 00:07:30,566](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:07:30] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:07:30,572](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:07:30] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:07:30,576](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:07:30] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:07:30,579](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:07:30] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:07:30,583](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:07:30] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:09:49,908](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:09:49] "GET / HTTP/1.1" 200 -
[2013-09-13 00:09:49,992](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:09:49] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:09:49,995](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:09:49] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:09:49,999](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:09:49] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:09:50,002](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:09:50] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:09:50,011](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:09:50] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:10:27,586](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:10:27] "GET / HTTP/1.1" 200 -
[2013-09-13 00:10:27,696](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:10:27] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:10:27,715](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:10:27] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:10:27,733](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:10:27] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:10:27,736](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:10:27] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:10:27,744](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:10:27] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:11:14,619](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:14] "GET / HTTP/1.1" 200 -
[2013-09-13 00:11:14,681](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:14] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:11:14,686](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:14] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:11:14,694](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:14] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:11:14,697](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:14] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:11:14,703](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:14] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:11:43,624](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:43] "GET / HTTP/1.1" 200 -
[2013-09-13 00:11:43,657](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:43] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:11:43,663](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:43] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:11:43,669](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:43] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:11:43,672](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:43] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:11:43,674](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:11:43] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:12:53,516](INFO)werkzeug :  * Detected change in '/opt/app/web/views.py', reloading
[2013-09-13 00:12:53,549](INFO)werkzeug :  * Restarting with reloader
[2013-09-13 00:12:56,130](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:12:56] "GET / HTTP/1.1" 200 -
[2013-09-13 00:12:56,165](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:12:56] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:12:56,169](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:12:56] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:12:56,177](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:12:56] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:12:56,182](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:12:56] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:12:56,185](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:12:56] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:14:56,536](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:14:56] "GET / HTTP/1.1" 200 -
[2013-09-13 00:14:56,567](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:14:56] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:14:56,575](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:14:56] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:14:56,591](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:14:56] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:14:56,594](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:14:56] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:14:56,597](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:14:56] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:15:01,586](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:15:01] "GET /?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2013-09-13 00:16:17,077](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:16:17] "GET / HTTP/1.1" 200 -
[2013-09-13 00:16:17,158](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:16:17] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:16:17,168](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:16:17] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:16:17,185](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:16:17] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:16:17,191](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:16:17] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:16:17,200](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:16:17] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:17:12,725](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:17:12] "GET /?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2013-09-13 00:21:30,518](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:21:30] "GET /?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2013-09-13 00:23:43,470](INFO)werkzeug :  * Detected change in '/opt/app/web/views.py', reloading
[2013-09-13 00:23:43,491](INFO)werkzeug :  * Restarting with reloader
[2013-09-13 00:24:06,718](INFO)werkzeug :  * Detected change in '/opt/app/web/views.py', reloading
[2013-09-13 00:24:06,732](INFO)werkzeug :  * Restarting with reloader
[2013-09-13 00:25:54,264](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:25:54] "GET / HTTP/1.1" 200 -
[2013-09-13 00:25:54,310](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:25:54] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:25:54,314](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:25:54] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:25:54,315](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:25:54] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:25:54,317](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:25:54] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:25:54,329](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:25:54] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:26:53,832](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:26:53] "GET / HTTP/1.1" 200 -
[2013-09-13 00:26:53,898](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:26:53] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:26:53,901](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:26:53] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:26:53,904](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:26:53] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:26:53,911](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:26:53] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:26:53,916](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:26:53] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
[2013-09-13 00:27:36,409](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:27:36] "GET / HTTP/1.1" 200 -
[2013-09-13 00:27:36,452](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:27:36] "GET /static/css/bootstrap.min.css HTTP/1.1" 304 -
[2013-09-13 00:27:36,454](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:27:36] "GET /static/js/jQuery.js HTTP/1.1" 304 -
[2013-09-13 00:27:36,457](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:27:36] "GET /static/js/bootstrap.js HTTP/1.1" 304 -
[2013-09-13 00:27:36,460](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:27:36] "GET /static/css/style.css HTTP/1.1" 304 -
[2013-09-13 00:27:36,465](INFO)werkzeug : 192.168.198.1 - - [13/Sep/2013 00:27:36] "GET /static/css/jquery.fileupload-ui.css HTTP/1.1" 304 -
